## impedance in 1000*mV/pA=MOhm or admittance in 1000*pA/mV=pS, then phase in Rd
 1.40084968712900E+0002	 3.08037747544002E+0001	 3.89627378180572E+0001
 1.14760669572181E+0000	 4.31162811558274E+0002	 1.78417286410768E-0001
 1.26792132273617E+0001	 1.77780535525994E+0002	 1.00164258785049E+0000
 5.29310813630139E+0000	 3.09047912624884E+0002	 6.77281624485800E-0001
 4.17463453085470E+0002	 1.38468997265720E+0001	-1.09582470948790E+0001
 7.27537499810243E+0001	 4.82578026516178E+0001	 2.52505370911075E+0002
 2.48814324996164E-0001	 3.84117853754639E+0002	 4.14093609380586E-0002
 2.74899919319848E+0000	 3.81086206347151E+0002	 4.17133828118524E-0001
 5.84803547642573E+0001	 5.63465995142991E+0001	 4.51434332191846E+0001
 9.22460309099571E-0001	 4.03872226181328E+0002	 1.18204874758354E-0001
 1.12602012536906E+0002	 3.62406265052658E+0001	 1.20605992464020E+0002
 2.00000000000000E-0001	 3.78309152190579E+0002	-1.47864041473141E-0002
 3.77849828210296E+0001	 7.87369347326630E+0001	 5.77219530193404E+0001
 2.69729030660447E+0002	 1.94855398989669E+0001	 2.65789527233588E+0001
 4.79083853980034E-0001	 3.91876778561008E+0002	 7.36223392495581E-0002
 6.58500564032766E+0000	 2.69684526013913E+0002	 7.04164754097915E+0000
 4.25466510932038E+0000	 3.30043271494859E+0002	 5.61237724146624E-0001
 3.09542841616482E-0001	 4.07999901051547E+0002	 3.18811447363709E-0002
 3.41995189335339E+0000	 3.53371642287531E+0002	 4.83780809915444E-0001
 3.03720316919954E+0001	 9.16854696175590E+0001	 1.45623972449125E+0002
 5.19354436450144E+0002	 1.17654459563813E+0001	 1.42972477847448E+0001
 4.70072249780305E+0001	 6.55138386989476E+0001	 1.12633413247128E+0000
 3.85093465970997E-0001	 4.04092556044769E+0002	 1.85691734439984E-0002
 3.35562233478243E+0002	 1.66897901408609E+0001	 8.94881459073825E+0001
 2.44134108375502E+0001	 1.09472697789732E+0002	 6.39307959991354E+0001
 2.16811496415736E+0002	 2.33409784801038E+0001	 2.64997353252895E+0001
 2.20967920013518E+0000	 3.93129129306443E+0002	 3.46336832617454E-0001
 1.74275734662045E+0002	 2.70488985995508E+0001	 5.03961013184803E+0002
 7.41484887667778E-0001	 3.93106822930836E+0002	 9.09314119289715E-0002
 9.05108759623410E+0001	 4.23690012629864E+0001	 1.18306076620201E+0000
 8.19221866747028E+0000	 2.47681253484162E+0002	 8.34965655342178E-0001
 1.96237984592942E+0001	 1.27203490700881E+0002	 7.33822613623215E+0000
 5.96014628723013E-0001	 3.99327767257041E+0002	 9.37894067133317E-0002
 6.46114117695528E+0002	 9.85960771362300E+0000	 1.44246951944458E+0001
 1.01917067898379E+0001	 2.08400847564678E+0002	 1.34643939139420E+0001
 1.42770492678550E+0000	 3.81236686807995E+0002	 2.04027159430119E-0001
 1.57738494032421E+0001	 1.50932638698775E+0002	 7.28729004449700E+0000
 1.77616718825916E+0000	 3.82265259357158E+0002	 2.62499264327527E-0001
 1.00000000000000E+0003	 6.92853975776753E+0000	 1.47425064688473E+0001
